,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1468,1.8327866,-1.399019,0.52831405,2.391479,0.27436182,1.6201165,-0.7277671,-1.0727726,-2.1776814,1.3876288,-0.7569202,-2.7727847,-0.7980583,0.28144825,-1.4568398,1.2577965,-1.1739141,2.4001842,0.04411443,1.0600283,1.8836839,3.077608,-0.9221738,-0.91374665,-0.9040677,3.2356162,-2.630419,2.6216779,2.968876,1.4957181,2.7656949,-1.8884989
40984,1.6474574,-1.4593208,0.674651,2.0054731,0.47069207,1.1343995,-0.3344075,-0.32998866,-1.8501457,1.0298953,-0.09560635,-2.102128,-0.6823869,0.49465513,-1.102249,1.085174,-0.6630261,1.7805036,0.110755585,0.56790394,1.5508114,2.529973,-0.7439286,-0.36463884,-0.6234163,2.3766723,-1.8393548,1.5620397,2.334846,1.494437,2.0889468,-1.6095316
300,1.7713013,-1.7496789,0.9881932,1.9797678,0.7989966,0.84736985,-0.008021508,0.36391887,-1.7887357,0.7272955,0.58428204,-1.8493694,-0.67172396,0.82422334,-1.023093,1.1151977,-0.31992048,1.4854567,0.32614306,0.12655535,1.4532647,2.4904306,-0.55491626,0.1561122,-0.4046584,1.9410582,-1.5285923,0.8817743,2.2046504,1.9338057,1.7585528,-1.7763221
1053,2.2662435,-1.6029421,0.21642205,2.663488,0.57859486,2.0054488,-1.1814269,-1.4282506,-2.9402688,2.0259347,-1.0155861,-3.1735547,-0.68122953,0.34977084,-1.7797827,1.2296593,-1.6483648,3.039332,0.15354238,1.7637827,2.633372,3.6455894,-1.1384742,-1.2209032,-1.4963977,3.9316628,-2.8343234,3.4018624,3.5340638,1.5708048,3.3611627,-1.9631345
1494,2.811016,-1.8736795,-0.050801456,3.0582156,1.0080357,2.3825974,-1.6628557,-1.7235286,-3.770837,2.6758597,-1.1220348,-3.5405204,-0.5841446,0.5563233,-2.1859357,1.2487158,-2.0828536,3.6845005,0.33896503,2.4567232,3.4805145,4.273017,-1.3768374,-1.4411312,-2.04279,4.6363535,-2.9773984,4.1380105,4.1981273,1.803291,4.0185513,-2.1247158
1480,2.8000193,-1.8981138,-0.01477429,3.0433698,1.0371826,2.3433306,-1.6142504,-1.635794,-3.7326488,2.6135006,-1.032656,-3.4860816,-0.5853443,0.59747374,-2.175923,1.2689005,-2.0200257,3.639729,0.35206744,2.3690083,3.457276,4.2134266,-1.3585001,-1.3331494,-1.990485,4.5757732,-2.9278028,4.0406537,4.175066,1.8380642,3.9617474,-2.146388
29,2.6876237,-1.826869,0.030560125,2.9882843,0.9180608,2.2997735,-1.5369672,-1.6351124,-3.568374,2.51148,-1.0819514,-3.4728477,-0.6221973,0.51922375,-2.1097605,1.2661033,-1.9762408,3.5431054,0.2931158,2.2844455,3.2914805,4.121594,-1.3150882,-1.3701632,-1.9096231,4.4885907,-2.9594016,3.9702733,4.067056,1.7794367,3.8777657,-2.1128242
15,3.3389568,-2.3285966,-0.043333896,3.425879,1.5372717,2.4345946,-1.8221058,-1.39734,-4.3876367,2.989221,-0.63115156,-3.5221658,-0.5835938,1.0353441,-2.3844821,1.3071746,-2.0058506,3.817264,0.59322286,2.6754806,4.058426,4.8465815,-1.5367339,-1.1022129,-2.2843018,4.8532825,-2.7266366,4.0105524,4.537484,2.2624228,4.3062277,-2.4087608
458,1.7078184,-1.5084714,0.6609585,2.0145361,0.56379086,1.1260402,-0.34653422,-0.26772797,-1.916276,1.0623549,-0.026379023,-2.0710306,-0.6622459,0.5526118,-1.1213951,1.0736153,-0.66366833,1.7990105,0.14974333,0.59628177,1.62623,2.5441906,-0.7398921,-0.3190922,-0.66854423,2.373544,-1.772752,1.5429513,2.3588629,1.5457281,2.0940216,-1.6145544
40979,1.9358208,-2.01076,1.2391536,2.1038754,1.0366318,0.73063576,0.1767036,0.7932431,-1.8256079,0.57501715,1.0329134,-1.798633,-0.7208359,1.0869312,-1.0476049,1.2217228,-0.108740404,1.3807191,0.46973968,-0.12970029,1.4819543,2.600265,-0.46944267,0.50873804,-0.29098007,1.8050919,-1.4419252,0.5238709,2.257234,2.3210309,1.6821333,-2.0149372
40978,2.236941,-1.5888312,0.23734705,2.6485426,0.54930294,1.9891033,-1.1542172,-1.4174368,-2.891968,1.9865673,-1.0154899,-3.1646109,-0.6914455,0.33522397,-1.7612231,1.2366153,-1.6273117,3.0104628,0.14142941,1.7219502,2.5848475,3.6148086,-1.1249641,-1.211589,-1.4634072,3.9029126,-2.8431773,3.371413,3.505385,1.5624077,3.331409,-1.963666
14,1.6265281,-1.4448092,0.67518127,1.9871668,0.4545071,1.1212271,-0.32371837,-0.32567805,-1.8268687,1.0156214,-0.0922605,-2.0800338,-0.68076146,0.48809594,-1.0837786,1.0749824,-0.6456258,1.7506651,0.10543374,0.5499915,1.5222791,2.514909,-0.7423059,-0.3585701,-0.6059817,2.3455935,-1.8222212,1.5284948,2.305069,1.4766222,2.0639422,-1.5947657
28,1.7032604,-1.5254035,0.7084262,2.0505674,0.543539,1.1494575,-0.32080942,-0.26918906,-1.8869215,1.0078988,-0.028927803,-2.1313977,-0.69160706,0.54813397,-1.1541545,1.1351826,-0.66281617,1.8340788,0.1466714,0.5308296,1.6091379,2.5505965,-0.7272443,-0.28034908,-0.62419015,2.4247735,-1.8737904,1.5827707,2.4232428,1.593803,2.1155872,-1.6977469
1485,4.0002804,-2.8575168,0.11651645,4.1329327,2.033818,2.7374122,-1.9769024,-1.1800556,-5.0503244,3.4232814,-0.26668048,-3.8199077,-0.8279166,1.3505304,-2.6489263,1.6039431,-1.993915,4.256864,0.67618155,2.8711548,4.822118,5.5593176,-1.8967667,-0.8128556,-2.6614163,5.492504,-2.8774135,4.0815687,5.1772237,2.7704701,4.859034,-2.910005
38,2.3877857,-1.6884811,0.17073193,2.750631,0.71063244,2.0663161,-1.2610137,-1.4250768,-3.103726,2.130788,-0.9753789,-3.213646,-0.66875535,0.430523,-1.880393,1.2539337,-1.7089608,3.1646273,0.20069166,1.8710804,2.8276954,3.7292697,-1.1829249,-1.1831615,-1.5923473,4.0669355,-2.8196452,3.5157661,3.6845295,1.6540501,3.476725,-2.0162954
307,1.6536596,-1.4459664,0.6520098,2.0254078,0.44768047,1.1745677,-0.370612,-0.3989137,-1.8767462,1.062929,-0.15715855,-2.1491442,-0.68550473,0.47052413,-1.12358,1.0904938,-0.70428765,1.8258836,0.102302685,0.6106268,1.5737206,2.5725803,-0.7627216,-0.41107306,-0.6479411,2.4412332,-1.8969948,1.6446654,2.37681,1.4770472,2.1382625,-1.6214781
40983,2.3493464,-1.6621275,0.16688722,2.6972156,0.6953709,2.0229461,-1.2350307,-1.3943267,-3.053308,2.0947084,-0.9536251,-3.1431556,-0.65763277,0.42463836,-1.8353688,1.2278359,-1.6697547,3.0987697,0.19475178,1.8300406,2.770433,3.66712,-1.1690781,-1.1599563,-1.5599931,3.9832702,-2.7545693,3.4332955,3.6079292,1.6172667,3.4070122,-1.9727455
40982,1.6764768,-1.5374607,0.74696386,1.9898205,0.5758728,1.0588492,-0.2459966,-0.1343026,-1.8260428,0.9410733,0.094053894,-2.0157387,-0.6766264,0.58967996,-1.0900142,1.1040915,-0.56861514,1.7150301,0.16380654,0.439395,1.5408685,2.4697325,-0.69196326,-0.19158742,-0.5673713,2.2645144,-1.7389466,1.3861064,2.3087125,1.6069562,1.9949195,-1.6537422
40996,1.6688874,-1.532242,0.7497189,1.9828908,0.56660384,1.0514061,-0.2411643,-0.132907,-1.8199202,0.9407406,0.094845705,-2.009961,-0.6749357,0.58538616,-1.0783991,1.0958743,-0.56195647,1.6998001,0.16115123,0.43722025,1.5277821,2.470435,-0.6929982,-0.19934446,-0.5621854,2.248025,-1.7302024,1.3685486,2.290339,1.5974965,1.9849789,-1.6411619
11,2.653184,-2.4453187,1.0805683,2.7770104,1.5173477,1.2048771,-0.29404563,0.5837792,-2.775043,1.3280485,1.0451896,-2.2344213,-0.8030237,1.4207746,-1.476403,1.403895,-0.39155644,2.0517812,0.6045598,0.5484669,2.4831147,3.5100505,-0.84952223,0.46622247,-0.92483616,2.696154,-1.6615626,1.1416698,3.0578682,2.6950183,2.532561,-2.4240136
1486,3.3519483,-2.5896626,0.46294218,3.5522141,1.632273,2.2125356,-1.3464482,-0.71981937,-4.0421624,2.4980264,-0.014199448,-3.340007,-0.82899904,1.2679992,-2.2792373,1.5893092,-1.4930074,3.4879022,0.6083237,1.9392948,3.789674,4.698936,-1.4280053,-0.40383968,-1.906553,4.545258,-2.6744223,3.2481086,4.4450326,2.685705,3.9964242,-2.7861962
40994,3.5745628,-2.6262107,0.20903483,3.7001045,1.755966,2.3929222,-1.6741331,-0.9891521,-4.4628477,2.9108775,-0.19370009,-3.4522922,-0.77018243,1.2905804,-2.4041753,1.5018854,-1.7296623,3.741817,0.64470637,2.4209795,4.1744113,5.035055,-1.6122038,-0.65956295,-2.227384,4.8727655,-2.6527069,3.6152718,4.656772,2.6187298,4.321764,-2.7249546
1478,1.664167,-1.4558516,0.6584989,2.0434031,0.45543188,1.184533,-0.37279558,-0.39973456,-1.8793495,1.0578634,-0.1600353,-2.1692224,-0.6945025,0.4747188,-1.1425364,1.1085565,-0.7144189,1.8480057,0.1038117,0.61187637,1.5864036,2.574902,-0.75752527,-0.40768176,-0.6502701,2.468721,-1.921661,1.6733891,2.405442,1.4985994,2.1571095,-1.6456865
12,1.6287615,-1.5939498,0.8695359,1.852699,0.66934764,0.8279184,-0.045543857,0.2304838,-1.6916807,0.7673596,0.43428317,-1.7414337,-0.64052224,0.71052396,-0.93195045,1.0305563,-0.3233472,1.4122546,0.22560486,0.19157064,1.3704664,2.3127248,-0.6007522,0.046281002,-0.4142136,1.8589594,-1.4141371,0.8713622,2.0346198,1.6765869,1.6915764,-1.5689863
1487,2.922715,-2.0132287,0.010819366,3.144631,1.1370175,2.3529756,-1.635875,-1.5504117,-3.8506787,2.6428144,-0.91098243,-3.4768398,-0.6138927,0.72013277,-2.2261827,1.3134582,-1.9755132,3.6530113,0.40992302,2.3686903,3.5587795,4.3640985,-1.3933556,-1.2087915,-2.0099406,4.637067,-2.9003031,3.9948814,4.2675104,1.9713843,4.024162,-2.2651758
1068,2.113764,-1.5423315,0.3076525,2.5254388,0.49930078,1.8474976,-1.0162007,-1.2629883,-2.687648,1.8106344,-0.89853334,-2.9899251,-0.69506276,0.33255342,-1.6396335,1.2148564,-1.4718913,2.8030014,0.119543634,1.5181582,2.3817859,3.4095752,-1.0586791,-1.0862283,-1.3133459,3.6507409,-2.700082,3.0866656,3.2944293,1.5210174,3.113765,-1.8974569
41027,2.655506,-2.5014577,1.1977282,2.793861,1.5509398,1.1349288,-0.18704784,0.7468262,-2.7030854,1.2246814,1.1959195,-2.1952088,-0.8375784,1.4698002,-1.4423473,1.443443,-0.28672507,1.968001,0.6200375,0.4022778,2.4175127,3.4715285,-0.8112583,0.5826381,-0.83834153,2.593755,-1.6264694,0.9586396,3.011599,2.7901843,2.4514873,-2.4749298
188,1.7075689,-1.4313488,0.6038626,2.1529307,0.38380522,1.3335835,-0.49823707,-0.6341847,-1.9765733,1.1685176,-0.37521884,-2.3759046,-0.7262755,0.39926854,-1.245032,1.1544254,-0.87314767,2.0324006,0.07655985,0.77284503,1.6815221,2.742723,-0.81262875,-0.58328164,-0.73996246,2.7338398,-2.1627612,1.9999129,2.5889254,1.4832428,2.3636422,-1.7228206
23517,3.8290553,-2.9185574,0.4548215,3.980198,2.023173,2.4132442,-1.538752,-0.62375695,-4.6035433,2.9369802,0.20502377,-3.483385,-0.9137904,1.4837672,-2.4244847,1.6798548,-1.5332224,3.7896633,0.681846,2.2374036,4.390837,5.2075167,-1.7055395,-0.31955528,-2.2698755,4.9368944,-2.6337104,3.3071811,4.816071,2.9330564,4.387219,-2.9833176
40701,2.754101,-1.8952522,0.029961457,3.0022292,1.0166824,2.2776716,-1.5425348,-1.5461665,-3.6490586,2.5349238,-0.9625543,-3.4134917,-0.5978061,0.6090163,-2.121385,1.2615614,-1.9365915,3.5333304,0.34521613,2.2741868,3.3659058,4.155416,-1.3320719,-1.2641197,-1.9224987,4.463049,-2.8633747,3.8910918,4.0830426,1.8387635,3.866766,-2.1316772
40927,1.6846256,-1.7562987,1.0739983,1.8355026,0.84089804,0.6444591,0.16659597,0.6480236,-1.6274583,0.5732834,0.8364569,-1.5952375,-0.6431866,0.8931319,-0.8663648,1.0420415,-0.10650786,1.207435,0.34440854,-0.081570975,1.2749988,2.293095,-0.480441,0.33214086,-0.26548836,1.573136,-1.2331009,0.43774492,1.9292692,1.9335253,1.4823915,-1.6588933
